customer_id,order_date,order_amount
C00637,2025-01-02,32.41
C00520,2025-01-02,56.61
C00685,2025-01-02,43.5
C00677,2025-01-02,126.87
C00312,2025-01-02,78.89
C01512,2025-01-02,21.53
C01043,2025-01-03,5.34
C00128,2025-01-03,28.1
C00079,2025-01-03,19.0
C00973,2025-01-03,328.07
C01344,2025-01-03,98.9
C00705,2025-01-03,71.79
C00086,2025-01-03,83.98
C01453,2025-01-03,150.02
C01176,2025-01-03,161.06
C00068,2025-01-03,14.04
C01278,2025-01-03,60.34
C01140,2025-01-03,53.67
C00319,2025-01-03,168.64
C00846,2025-01-03,32.15
C01488,2025-01-03,215.58
C00108,2025-01-03,14.27
C00753,2025-01-03,30.75
C01420,2025-01-03,59.17
C00343,2025-01-03,20.09
C00616,2025-01-03,15.26
C00088,2025-01-03,81.16
C01020,2025-01-03,20.46
C01073,2025-01-03,14.12
C01123,2025-01-03,15.82
C00992,2025-01-03,59.78
C00813,2025-01-03,95.25
C00351,2025-01-03,365.76
C01108,2025-01-03,16.86
C01361,2025-01-03,61.24
C01251,2025-01-03,88.69
C00196,2025-01-03,74.91
C01484,2025-01-03,12.77
C00105,2025-01-03,56.1
C01264,2025-01-03,41.41
C01167,2025-01-03,48.24
C01260,2025-01-03,17.43
C00133,2025-01-03,174.65
C01135,2025-01-03,72.09
C00721,2025-01-03,40.93
C00039,2025-01-03,108.51
C00464,2025-01-03,81.47
C01498,2025-01-03,65.23
C01126,2025-01-03,29.83
C00265,2025-01-03,43.77
C00417,2025-01-03,20.03
C00190,2025-01-03,13.91
C00375,2025-01-03,528.81
C01560,2025-01-03,94.34
C00321,2025-01-03,583.45
C00240,2025-01-03,211.44
C00881,2025-01-03,136.14
C00434,2025-01-03,96.8
C00201,2025-01-03,127.32
C00121,2025-01-03,236.19
C01080,2025-01-03,51.01
C00683,2025-01-03,14.36
C01145,2025-01-03,49.66
C01367,2025-01-03,51.6
C01561,2025-01-03,388.92
C01447,2025-01-03,269.94
C00535,2025-01-03,56.31
C01518,2025-01-03,26.61
C01562,2025-01-03,67.98
C01537,2025-01-03,259.43
C00007,2025-01-03,89.17
C00022,2025-01-03,281.13
C00472,2025-01-03,98.45
C00483,2025-01-03,13.82
C00622,2025-01-03,155.79
C01140,2025-01-03,75.5
C00064,2025-01-03,77.44
C01368,2025-01-03,92.63
C00198,2025-01-03,96.22
C00568,2025-01-03,151.51
C00894,2025-01-03,44.11
C00616,2025-01-03,30.11
C01310,2025-01-03,94.83
C01132,2025-01-03,29.91
C01571,2025-01-03,25.31
C01282,2025-01-03,19.85
C00083,2025-01-03,135.25
C00923,2025-01-03,94.82
C00279,2025-01-03,60.95
C01259,2025-01-03,169.96
C01095,2025-01-03,19.74
C01117,2025-01-03,55.73
C01527,2025-01-03,155.98
C00069,2025-01-03,53.98
C00649,2025-01-03,55.0
C00388,2025-01-03,204.2
C01482,2025-01-03,30.75
C01300,2025-01-03,25.61
C01284,2025-01-03,900.63
C00556,2025-01-03,14.52
C00808,2025-01-03,31.12
C00242,2025-01-03,52.51
C00055,2025-01-03,45.85
C01416,2025-01-03,132.93
C01422,2025-01-03,16.41
C00995,2025-01-03,141.89
C01289,2025-01-03,148.4
C01170,2025-01-03,78.29
C00319,2025-01-03,19.04
C00598,2025-01-03,237.42
C00682,2025-01-03,70.01
C00016,2025-01-03,36.39
C00175,2025-01-03,14.29
C01104,2025-01-03,82.95
C00504,2025-01-03,118.26
C00038,2025-01-04,48.96
C01544,2025-01-04,54.61
C00178,2025-01-04,237.93
C00210,2025-01-04,40.83
C01063,2025-01-04,37.07
C01520,2025-01-04,53.93
C00621,2025-01-04,58.98
C01311,2025-01-04,128.26
C01070,2025-01-04,21.34
C00225,2025-01-04,81.75
C00759,2025-01-04,171.18
C00796,2025-01-04,58.84
C01147,2025-01-04,25.09
C01227,2025-01-04,165.01
C01206,2025-01-04,4.88
C00559,2025-01-04,37.0
C00612,2025-01-04,44.02
C00598,2025-01-04,80.33
C00107,2025-01-04,105.36
C01102,2025-01-04,185.5
C00167,2025-01-04,51.31
C00059,2025-01-04,72.58
C00564,2025-01-04,23.7
C01063,2025-01-04,220.85
C01149,2025-01-04,64.48
C00845,2025-01-04,42.89
C01558,2025-01-04,39.0
C00793,2025-01-04,15.2
C00128,2025-01-04,8.08
C01305,2025-01-04,44.51
C01276,2025-01-04,45.76
C00472,2025-01-04,53.4
C00190,2025-01-04,27.14
C01146,2025-01-04,8.6
C01489,2025-01-04,22.64
C01118,2025-01-04,133.67
C00378,2025-01-04,36.33
C01094,2025-01-04,20.37
C00426,2025-01-04,39.31
C00767,2025-01-04,225.08
C01402,2025-01-04,115.66
C00267,2025-01-04,188.11
C01054,2025-01-04,67.72
C00551,2025-01-04,167.26
C01269,2025-01-04,349.98
C00809,2025-01-04,30.25
C01003,2025-01-04,95.39
C01448,2025-01-04,172.99
C00010,2025-01-04,41.65
C00190,2025-01-04,69.41
C00408,2025-01-04,98.06
C01199,2025-01-04,10.18
C01182,2025-01-04,194.12
C00025,2025-01-04,79.45
C00043,2025-01-04,13.27
C00034,2025-01-04,16.9
C00316,2025-01-04,151.39
C00735,2025-01-04,37.59
C00305,2025-01-04,22.45
C00265,2025-01-04,334.2
C01330,2025-01-04,31.45
C00560,2025-01-04,92.93
C00928,2025-01-04,72.31
C01169,2025-01-04,13.8
C01251,2025-01-04,54.32
C00947,2025-01-04,62.93
C00888,2025-01-04,47.64
C00791,2025-01-04,20.09
C00095,2025-01-04,28.12
C00659,2025-01-04,166.23
C00377,2025-01-04,141.88
C01301,2025-01-04,214.88
C00202,2025-01-04,77.18
C00154,2025-01-04,48.07
C01324,2025-01-04,24.84
C01200,2025-01-04,57.97
C00858,2025-01-04,304.34
C01462,2025-01-04,129.65
C00959,2025-01-04,146.16
C01104,2025-01-04,14.98
C00216,2025-01-04,126.27
C00331,2025-01-04,79.31
C01518,2025-01-04,42.82
C00933,2025-01-04,39.6
C00855,2025-01-04,782.74
C01385,2025-01-04,25.46
C01085,2025-01-04,58.46
C00823,2025-01-04,56.87
C01168,2025-01-04,87.01
C01168,2025-01-04,81.48
C01521,2025-01-04,355.52
C00980,2025-01-05,86.72
C00828,2025-01-05,48.19
C00798,2025-01-05,82.7
C01270,2025-01-05,121.55
C01380,2025-01-05,20.92
C00981,2025-01-05,103.2
C01385,2025-01-05,34.46
C00241,2025-01-05,13.26
C00039,2025-01-05,33.52
C00898,2025-01-05,5.99
C01382,2025-01-05,148.38
C00090,2025-01-05,84.58
C00958,2025-01-05,18.46
C01588,2025-01-05,18.69
C00721,2025-01-05,31.15
C01157,2025-01-05,65.52
C01199,2025-01-05,155.54
C00468,2025-01-05,127.29
C00208,2025-01-05,54.86
C00908,2025-01-05,15.64
C00686,2025-01-05,64.9
C01359,2025-01-05,26.03
C01019,2025-01-05,10.66
C01023,2025-01-05,27.02
C01318,2025-01-05,41.95
C00834,2025-01-05,47.53
C01035,2025-01-05,44.96
C01170,2025-01-05,183.78
C01073,2025-01-05,98.66
C00212,2025-01-05,52.59
C01136,2025-01-05,608.1
C00726,2025-01-05,60.83
C01162,2025-01-05,181.49
C00672,2025-01-05,205.16
C01329,2025-01-05,138.1
C00858,2025-01-05,370.05
C01250,2025-01-05,207.39
C00132,2025-01-05,294.84
C01153,2025-01-05,28.45
C00246,2025-01-05,369.01
C00443,2025-01-05,35.78
C00483,2025-01-05,137.67
C00607,2025-01-05,33.95
C01544,2025-01-05,388.34
C00591,2025-01-05,54.8
C01011,2025-01-05,36.91
C01444,2025-01-05,141.43
C00973,2025-01-05,20.47
C01530,2025-01-05,67.85
C00568,2025-01-05,31.71
C00515,2025-01-05,17.42
C00447,2025-01-05,81.38
C00596,2025-01-05,10.48
C01156,2025-01-05,30.92
C01296,2025-01-05,149.47
C01403,2025-01-05,40.34
C01307,2025-01-05,41.01
C00774,2025-01-05,154.41
C01527,2025-01-05,299.91
C00001,2025-01-05,104.82
C00598,2025-01-05,143.98
C00637,2025-01-05,208.3
C01487,2025-01-05,59.08
C00926,2025-01-05,22.35
C00390,2025-01-05,14.13
C00372,2025-01-05,52.29
C01053,2025-01-05,51.5
C00584,2025-01-05,70.42
C01349,2025-01-05,81.69
C00799,2025-01-05,74.84
C00355,2025-01-05,53.12
C01422,2025-01-05,98.95
C00267,2025-01-05,102.93
C00704,2025-01-05,26.06
C00703,2025-01-05,29.46
C00696,2025-01-05,179.22
C01092,2025-01-05,207.55
C00562,2025-01-05,64.24
C00126,2025-01-05,221.38
C00875,2025-01-05,112.24
C00979,2025-01-05,75.97
C00982,2025-01-05,67.35
C00888,2025-01-05,145.7
C00979,2025-01-05,158.37
C01159,2025-01-05,22.68
C00157,2025-01-05,93.56
C01461,2025-01-05,30.26
C00592,2025-01-05,35.61
C01234,2025-01-05,181.66
C00299,2025-01-05,153.93
C00978,2025-01-05,167.28
C01541,2025-01-05,569.89
C00738,2025-01-05,85.89
C00826,2025-01-05,95.8
C01195,2025-01-05,65.4
C01010,2025-01-06,116.02
C01260,2025-01-06,98.27
C00396,2025-01-06,91.68
C00870,2025-01-06,68.7
C00591,2025-01-06,187.98
C00678,2025-01-06,22.19
C00703,2025-01-06,319.26
C00706,2025-01-06,24.2
C00958,2025-01-06,5.51
C01437,2025-01-06,58.04
C00925,2025-01-06,111.53
C01344,2025-01-06,78.03
C00602,2025-01-06,52.96
C01331,2025-01-06,15.35
C00139,2025-01-06,38.56
C01200,2025-01-06,78.83
C00659,2025-01-06,106.41
C00904,2025-01-06,13.9
C00714,2025-01-06,130.78
C01024,2025-01-06,109.13
C00321,2025-01-06,30.68
C00907,2025-01-06,68.7
C01136,2025-01-06,69.34
C01466,2025-01-06,73.27
C00772,2025-01-06,184.28
C01557,2025-01-06,35.92
C00950,2025-01-06,61.18
C00585,2025-01-06,200.98
C00105,2025-01-06,54.62
C00499,2025-01-06,54.74
C00058,2025-01-06,172.4
C00807,2025-01-06,46.42
C00440,2025-01-06,72.23
C00975,2025-01-06,42.62
C00870,2025-01-06,45.65
C00597,2025-01-06,32.43
C01597,2025-01-06,194.92
C00304,2025-01-06,117.7
C00765,2025-01-06,21.16
C00430,2025-01-06,786.68
C00494,2025-01-06,185.67
C00332,2025-01-06,18.46
C00290,2025-01-06,163.89
C01363,2025-01-06,393.13
C00600,2025-01-06,99.67
C01157,2025-01-06,24.65
C01027,2025-01-06,67.53
C01302,2025-01-06,92.52
C00431,2025-01-06,46.95
C00156,2025-01-06,210.37
C00735,2025-01-06,27.64
C00436,2025-01-06,57.69
C00151,2025-01-06,7.51
C00540,2025-01-06,42.59
C01593,2025-01-06,75.38
C00709,2025-01-06,45.41
C00114,2025-01-06,15.55
C01055,2025-01-06,172.17
C00677,2025-01-06,150.9
C01132,2025-01-06,32.07
C00264,2025-01-06,53.8
C01228,2025-01-06,26.31
C00197,2025-01-06,68.14
C00479,2025-01-06,76.17
C01358,2025-01-06,56.58
C00819,2025-01-06,476.64
C00992,2025-01-06,39.65
C00715,2025-01-06,487.4
C01081,2025-01-06,117.9
C00935,2025-01-06,28.0
C00392,2025-01-06,36.29
C01279,2025-01-06,35.93
C01104,2025-01-06,42.03
C01372,2025-01-06,17.26
C00343,2025-01-06,56.33
C01561,2025-01-06,17.74
C01144,2025-01-06,88.69
C01460,2025-01-06,166.32
C00824,2025-01-06,69.21
C00161,2025-01-07,47.35
C00199,2025-01-07,61.69
C01156,2025-01-07,96.78
C00813,2025-01-07,36.7
C00516,2025-01-07,61.02
C00888,2025-01-07,70.78
C00813,2025-01-07,143.53
C00505,2025-01-07,429.15
C00187,2025-01-07,116.23
C00646,2025-01-07,130.91
C01448,2025-01-07,76.39
C00126,2025-01-07,120.96
C00004,2025-01-07,71.51
C00714,2025-01-07,383.94
C01556,2025-01-07,42.62
C01091,2025-01-07,73.83
C00117,2025-01-07,208.81
C00397,2025-01-07,48.96
C00890,2025-01-07,39.68
C00703,2025-01-07,27.01
C01227,2025-01-07,6.69
C00348,2025-01-07,29.16
C00149,2025-01-07,56.85
C00904,2025-01-07,86.54
C01197,2025-01-07,100.83
C00179,2025-01-07,194.28
C00950,2025-01-07,252.14
C01493,2025-01-07,333.58
C00231,2025-01-07,70.2
C00678,2025-01-07,70.12
C00598,2025-01-07,68.97
C00537,2025-01-07,118.07
C01374,2025-01-07,29.26
C01558,2025-01-07,373.62
C00190,2025-01-07,100.6
C00576,2025-01-07,80.23
C00180,2025-01-07,48.0
C00864,2025-01-07,81.47
C00908,2025-01-07,45.63
C01270,2025-01-07,52.07
C01524,2025-01-07,68.07
C00981,2025-01-07,6.33
C00565,2025-01-07,169.19
C00875,2025-01-07,13.69
C01223,2025-01-07,33.19
C01483,2025-01-07,29.28
C00334,2025-01-07,40.98
C00920,2025-01-07,30.15
C01074,2025-01-07,85.02
C00738,2025-01-07,63.18
C00531,2025-01-07,7.83
C00959,2025-01-07,38.53
C00009,2025-01-07,45.58
C01162,2025-01-07,27.1
C01537,2025-01-07,354.0
C00256,2025-01-07,19.46
C00012,2025-01-07,152.12
C01430,2025-01-07,21.23
C00554,2025-01-07,49.4
C00767,2025-01-07,175.57
C00779,2025-01-07,50.22
C00242,2025-01-07,88.71
C00349,2025-01-07,261.15
C01557,2025-01-07,63.2
C01280,2025-01-07,149.15
C00635,2025-01-07,72.29
C01044,2025-01-07,93.52
C01566,2025-01-07,87.08
C00219,2025-01-07,154.99
C00081,2025-01-07,25.49
C01118,2025-01-07,4.63
C00081,2025-01-07,17.23
C00933,2025-01-07,150.28
C00789,2025-01-07,39.49
C00472,2025-01-07,65.89
C01130,2025-01-07,23.39
C01491,2025-01-07,74.3
C00292,2025-01-07,59.32
C01158,2025-01-07,1194.07
C01169,2025-01-07,64.51
C00090,2025-01-07,184.76
C00126,2025-01-07,273.54
C01027,2025-01-07,74.28
C01472,2025-01-07,71.95
C01373,2025-01-07,33.95
C00519,2025-01-07,111.29
C01131,2025-01-07,106.2
C00865,2025-01-07,187.87
C01288,2025-01-07,100.05
C00347,2025-01-07,122.26
C01423,2025-01-07,18.36
C01258,2025-01-07,114.28
C01359,2025-01-07,24.37
C00660,2025-01-07,41.85
C00569,2025-01-07,210.52
C00347,2025-01-07,48.32
C00553,2025-01-07,64.05
C01123,2025-01-07,41.82
C00858,2025-01-07,34.26
C00678,2025-01-07,96.01
C00887,2025-01-07,108.31
C01218,2025-01-07,88.28
C01176,2025-01-07,52.74
C00278,2025-01-07,142.86
C00107,2025-01-07,139.57
C01355,2025-01-07,152.33
C01337,2025-01-07,45.51
C01545,2025-01-07,155.22
C00330,2025-01-07,44.8
C00156,2025-01-07,403.91
C00287,2025-01-07,49.96
C01458,2025-01-07,50.65
C00662,2025-01-07,24.19
C01002,2025-01-08,41.97
C00299,2025-01-08,22.52
C01574,2025-01-08,127.21
C01355,2025-01-08,19.28
C01396,2025-01-08,59.66
C01570,2025-01-08,55.12
C01246,2025-01-08,77.12
C01104,2025-01-08,70.1
C00264,2025-01-08,88.83
C00551,2025-01-08,55.33
C01341,2025-01-08,6.31
C00431,2025-01-08,29.77
C00052,2025-01-08,23.32
C01434,2025-01-08,39.23
C00386,2025-01-08,41.38
C01511,2025-01-08,39.75
C01455,2025-01-08,159.07
C01144,2025-01-08,20.8
C01539,2025-01-08,38.73
C01252,2025-01-08,23.96
C00659,2025-01-08,40.56
C00181,2025-01-08,72.76
C00811,2025-01-08,83.23
C00569,2025-01-08,84.25
C01117,2025-01-08,21.66
C01199,2025-01-08,68.34
C00216,2025-01-08,42.42
C00730,2025-01-08,78.18
C01510,2025-01-08,65.63
C01458,2025-01-08,19.86
C00599,2025-01-08,79.76
C00426,2025-01-08,108.41
C01242,2025-01-08,57.84
C00998,2025-01-08,76.32
C00821,2025-01-08,123.85
C01281,2025-01-08,35.39
C00919,2025-01-08,119.69
C00734,2025-01-08,58.99
C00752,2025-01-08,44.76
C01404,2025-01-08,16.73
C00256,2025-01-08,110.89
C00431,2025-01-08,70.28
C00735,2025-01-08,73.68
C01475,2025-01-08,64.1
C00830,2025-01-08,24.69
C00035,2025-01-08,119.74
C01131,2025-01-08,35.59
C00845,2025-01-08,22.01
C00687,2025-01-08,104.72
C01517,2025-01-08,46.11
C00294,2025-01-08,100.63
C01083,2025-01-08,44.13
C01033,2025-01-08,129.98
C00454,2025-01-08,237.35
C01472,2025-01-08,43.53
C00041,2025-01-08,154.64
C01318,2025-01-08,13.87
C00864,2025-01-08,128.23
C01481,2025-01-08,45.6
C00472,2025-01-08,31.72
C00418,2025-01-08,131.06
C00006,2025-01-08,28.16
C00616,2025-01-08,6.95
C01596,2025-01-08,106.46
C00576,2025-01-08,112.97
C00867,2025-01-08,13.57
C00798,2025-01-08,33.04
C00025,2025-01-08,64.09
C01262,2025-01-08,78.27
C01290,2025-01-08,93.7
C01420,2025-01-08,49.14
C00985,2025-01-08,83.79
C00935,2025-01-08,89.58
C00593,2025-01-08,109.26
C00875,2025-01-08,126.67
C00391,2025-01-08,133.54
C00066,2025-01-08,71.97
C00976,2025-01-08,15.01
C00579,2025-01-08,40.47
C00612,2025-01-08,29.51
C00190,2025-01-08,52.24
C00256,2025-01-08,23.76
C00739,2025-01-08,65.02
C00937,2025-01-08,66.13
C00884,2025-01-08,588.39
C00743,2025-01-08,234.43
C00959,2025-01-08,151.53
C00019,2025-01-08,31.52
C00636,2025-01-08,29.37
C00371,2025-01-08,8.44
C01346,2025-01-08,66.55
C01416,2025-01-08,28.39
C00538,2025-01-08,21.63
C00669,2025-01-08,41.87
C00807,2025-01-08,21.48
C01054,2025-01-08,140.75
C00661,2025-01-08,85.07
C00459,2025-01-08,22.76
C00859,2025-01-08,29.5
C01060,2025-01-08,25.46
C01068,2025-01-08,312.35
C00618,2025-01-08,40.62
C01537,2025-01-08,513.6
C00050,2025-01-08,40.8
C00669,2025-01-08,41.69
C01537,2025-01-08,164.02
C01068,2025-01-09,43.44
C00149,2025-01-09,265.13
C01380,2025-01-09,45.51
C00386,2025-01-09,45.52
C00754,2025-01-09,540.97
C01130,2025-01-09,401.94
C01561,2025-01-09,57.77
C01234,2025-01-09,51.46
C01189,2025-01-09,21.28
C01447,2025-01-09,15.46
C00834,2025-01-09,33.67
C01250,2025-01-09,28.29
C01129,2025-01-09,216.56
C00960,2025-01-09,262.86
C00388,2025-01-09,51.84
C00034,2025-01-09,743.73
C00845,2025-01-09,26.56
C00016,2025-01-09,66.42
C00342,2025-01-09,89.0
C01261,2025-01-09,71.27
C00372,2025-01-09,128.36
C01226,2025-01-09,52.64
C01278,2025-01-09,69.95
C00287,2025-01-09,37.04
C00409,2025-01-09,29.02
C01072,2025-01-09,28.73
C00439,2025-01-09,13.97
C00390,2025-01-09,335.44
C01408,2025-01-09,53.24
C01266,2025-01-09,231.71
C00358,2025-01-09,84.44
C00096,2025-01-09,53.92
C00019,2025-01-09,42.84
C01596,2025-01-09,27.08
C01138,2025-01-09,142.06
C00657,2025-01-09,128.39
C00144,2025-01-09,108.86
C00069,2025-01-09,91.93
C01322,2025-01-09,97.43
C00942,2025-01-09,87.34
C00967,2025-01-09,125.35
C00469,2025-01-09,56.76
C00977,2025-01-09,79.83
C01174,2025-01-09,24.48
C00928,2025-01-09,238.38
C00172,2025-01-09,43.02
C01300,2025-01-09,9.64
C01231,2025-01-09,78.7
C00373,2025-01-09,39.26
C00540,2025-01-09,66.89
C01507,2025-01-09,53.98
C01222,2025-01-09,98.8
C01047,2025-01-09,208.5
C01038,2025-01-09,114.85
C00585,2025-01-09,149.96
C00826,2025-01-09,56.7
C01433,2025-01-09,27.26
C00188,2025-01-09,49.6
C01283,2025-01-09,73.22
C01263,2025-01-09,16.83
C01011,2025-01-09,31.65
C00871,2025-01-09,251.4
C01386,2025-01-09,28.74
C01147,2025-01-09,136.1
C00719,2025-01-09,47.17
C01368,2025-01-09,194.08
C00697,2025-01-09,110.87
C01543,2025-01-09,24.34
C00585,2025-01-09,242.64
C00564,2025-01-09,70.63
C01020,2025-01-09,166.49
C01447,2025-01-09,27.48
C00564,2025-01-09,44.35
C00864,2025-01-09,82.82
C01544,2025-01-09,308.55
C01330,2025-01-09,13.68
C01104,2025-01-09,47.27
C01055,2025-01-09,82.34
C01509,2025-01-09,689.86
C00099,2025-01-09,230.44
C00807,2025-01-09,17.05
C00603,2025-01-09,87.65
C01260,2025-01-09,231.92
C01209,2025-01-09,291.32
C01461,2025-01-09,46.84
C01130,2025-01-09,61.34
C00953,2025-01-09,60.91
C01370,2025-01-09,27.25
C00069,2025-01-09,256.67
C01568,2025-01-09,185.78
C01512,2025-01-09,42.5
C00957,2025-01-09,65.01
C01253,2025-01-09,19.29
C01504,2025-01-09,19.96
C00525,2025-01-09,91.48
C01124,2025-01-09,97.03
C01429,2025-01-09,185.57
C00337,2025-01-09,108.44
C01250,2025-01-09,37.25
C00249,2025-01-09,137.09
C01252,2025-01-09,187.37
C01045,2025-01-09,88.04
C00866,2025-01-09,122.12
C00935,2025-01-09,27.23
C00921,2025-01-09,33.49
C00257,2025-01-09,49.51
C00345,2025-01-09,35.77
C00782,2025-01-09,69.48
C00001,2025-01-09,58.42
C01469,2025-01-09,12.54
C01376,2025-01-09,75.01
C00526,2025-01-09,33.37
C00343,2025-01-09,61.96
C00656,2025-01-09,316.34
C00347,2025-01-09,44.47
C00662,2025-01-10,123.0
C00824,2025-01-10,12.34
C01346,2025-01-10,89.83
C00095,2025-01-10,133.12
C01558,2025-01-10,67.13
C01073,2025-01-10,89.33
C01456,2025-01-10,77.13
C01239,2025-01-10,49.13
C00599,2025-01-10,133.08
C01552,2025-01-10,98.49
C01088,2025-01-10,31.49
C01410,2025-01-10,64.09
C01279,2025-01-10,105.81
C01460,2025-01-10,1914.9
C01207,2025-01-10,17.86
C01227,2025-01-10,128.72
C01288,2025-01-10,491.06
C00236,2025-01-10,47.52
C01182,2025-01-10,16.58
C01089,2025-01-10,66.89
C00533,2025-01-10,97.93
C00670,2025-01-10,144.8
C01269,2025-01-10,204.56
C01306,2025-01-10,20.14
C00063,2025-01-10,57.08
